,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
1645,Fungal,skin rash,nodal skin eruptions,dischromic,,,
4223,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4879,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
9,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4838,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
4264,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
8,Fungal,itching,skin rash,nodal skin eruptions,,,
7,Fungal,itching,skin rash,dischromic,,,
6,Fungal,itching,nodal skin eruptions,dischromic,,,
5,Fungal,skin rash,nodal skin eruptions,dischromic,,,
4797,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1239,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
3,Fungal,itching,skin rash,dischromic,,,
2,Fungal,itching,nodal skin eruptions,dischromic,,,
1,Fungal,skin rash,nodal skin eruptions,dischromic,,,
4756,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1649,Fungal,itching,skin rash,nodal skin eruptions,dischromic,,
1648,Fungal,itching,skin rash,nodal skin eruptions,,,
1647,Fungal,itching,skin rash,dischromic,,,
1646,Fungal,itching,nodal skin eruptions,dischromic,,,
4,Fungal,itching,skin rash,nodal skin eruptions,,,
4436,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3698,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4231,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4477,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2468,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
909,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
906,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3903,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
907,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
904,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
3944,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4190,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
905,Gastroenteritis,vomiting,sunken eyes,dehydration,,,
908,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
3739,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1318,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
4272,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2138,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
2137,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
903,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
2136,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2135,Gastroenteritis,vomiting,sunken eyes,dehydration,,,
2134,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
2133,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
2132,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
2131,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2130,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1310,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1311,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1312,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
1313,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
1314,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
1315,Gastroenteritis,vomiting,sunken eyes,dehydration,,,
4313,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3862,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1316,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1317,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
4354,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3821,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2139,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
1319,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
4395,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3780,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
902,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
1728,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
900,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3452,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4764,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2960,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3001,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3411,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4805,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3042,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3083,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3370,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3124,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4846,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3165,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3329,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4887,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3206,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
89,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
88,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
87,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
86,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
85,Gastroenteritis,vomiting,sunken eyes,dehydration,,,
84,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
83,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
82,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
81,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
80,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3247,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3288,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4723,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2919,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2878,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
490,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2509,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3657,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2550,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4518,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4559,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2591,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3616,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2632,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2673,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4600,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3985,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2714,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2755,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1729,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
3534,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2796,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4682,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
2837,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3493,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
499,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
498,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
497,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
496,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
495,Gastroenteritis,vomiting,sunken eyes,dehydration,,,
494,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
493,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
492,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
491,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4641,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
3575,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
901,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4026,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1720,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1722,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
1721,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
4067,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1723,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
4108,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1724,Gastroenteritis,vomiting,sunken eyes,diarrhoea,,,
1725,Gastroenteritis,vomiting,sunken eyes,dehydration,,,
1726,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1727,Gastroenteritis,sunken eyes,dehydration,diarrhoea,,,
4149,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,,
1663,Gerd,stomach pain,acidity,ulcers on tongue,cough,chest pain,
1664,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,chest pain,
1665,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,
2462,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
2995,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3077,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4471,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3692,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
2503,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3405,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3036,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3897,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4430,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
1666,Gerd,acidity,ulcers on tongue,vomiting,cough,chest pain,
4799,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
849,Gerd,stomach pain,acidity,ulcers on tongue,cough,chest pain,
844,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,chest pain,
847,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
1661,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
3446,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4512,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
2954,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
2544,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
1662,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
3651,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3938,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
840,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
841,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
842,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
843,Gerd,stomach pain,acidity,ulcers on tongue,cough,chest pain,
3733,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
845,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,
1256,Gerd,acidity,ulcers on tongue,vomiting,cough,chest pain,
848,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
1667,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
2071,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
4225,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3118,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4881,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3856,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4348,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4307,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3159,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4840,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
1250,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
1251,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
1252,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
1253,Gerd,stomach pain,acidity,ulcers on tongue,cough,chest pain,
1254,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,chest pain,
1259,Gerd,stomach pain,acidity,ulcers on tongue,cough,chest pain,
1258,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
1257,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
3364,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4676,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3815,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4389,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
3774,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
2070,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
4758,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain
2072,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
2073,Gerd,stomach pain,acidity,ulcers on tongue,cough,chest pain,
2074,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,chest pain,
2075,Gerd,stomach pain,acidity,ulcers on tongue,vomiting,cough,
2076,Gerd,acidity,ulcers on tongue,vomiting,cough,chest pain,
2077,Gerd,stomach pain,ulcers on tongue,vomiting,cough,chest pain,
2078,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
2079,Gerd,stomach pain,acidity,ulcers on tongue,cough,chest pain,
1668,Gerd,stomach pain,acidity,vomiting,cough,chest pain,
